Sensor_ID,Date,Time,CO2_concentration
335,2016-09-18,00:30:00.000,397.205634
335,2016-09-18,00:45:00.000,397.205634
335,2016-09-18,01:00:00.000,398.51705
335,2016-09-18,01:15:00.000,394.582803
335,2016-09-18,01:30:00.000,399.828465
335,2016-09-18,01:45:00.000,401.139881
335,2016-09-18,02:00:00.000,401.139881
335,2016-09-18,02:15:00.000,398.51705
335,2016-09-18,02:30:00.000,395.894218
335,2016-09-18,02:45:00.000,401.139881
335,2016-09-18,03:00:00.000,402.451296
335,2016-09-18,03:15:00.000,403.762712
335,2016-09-18,03:30:00.000,401.139881
335,2016-09-18,03:45:00.000,403.762712
335,2016-09-18,04:00:00.000,403.762712
335,2016-09-18,04:15:00.000,401.139881
335,2016-09-18,04:30:00.000,401.139881
335,2016-09-18,04:45:00.000,405.074127
335,2016-09-18,05:00:00.000,399.828465
335,2016-09-18,05:15:00.000,401.139881
335,2016-09-18,05:30:00.000,402.451296
335,2016-09-18,05:45:00.000,403.762712
335,2016-09-18,06:00:00.000,398.51705
335,2016-09-18,06:15:00.000,403.762712
335,2016-09-18,06:30:00.000,401.139881
335,2016-09-18,06:45:00.000,399.828465
335,2016-09-18,07:00:00.000,401.139881
335,2016-09-18,07:15:00.000,399.828465
335,2016-09-18,07:30:00.000,401.139881
335,2016-09-18,07:45:00.000,403.762712
335,2016-09-18,08:00:00.000,401.139881
335,2016-09-18,08:15:00.000,402.451296
335,2016-09-18,08:30:00.000,401.139881
335,2016-09-18,08:45:00.000,401.139881
335,2016-09-18,09:00:00.000,398.51705
335,2016-09-18,09:15:00.000,399.828465
335,2016-09-18,09:30:00.000,399.828465
335,2016-09-18,09:45:00.000,397.205634
335,2016-09-18,10:00:00.000,394.582803
335,2016-09-18,10:15:00.000,401.139881
335,2016-09-18,10:30:00.000,397.205634
335,2016-09-18,10:45:00.000,395.894218
335,2016-09-18,11:00:00.000,393.271387
335,2016-09-18,11:15:00.000,394.582803
335,2016-09-18,11:30:00.000,395.894218
335,2016-09-18,11:45:00.000,391.959972
335,2016-09-18,12:00:00.000,394.582803
335,2016-09-18,12:15:00.000,395.894218
335,2016-09-18,12:30:00.000,394.582803
335,2016-09-18,12:45:00.000,397.205634
335,2016-09-18,13:00:00.000,395.894218
335,2016-09-18,13:15:00.000,397.205634
